Buyer,Country,Invoices,USD,GTIP,Description,Email,Website,Phone
"SANDRA GLİSİC PR,ZANTSKA RANDJA DRVODEKOR Z.R.",SIRBİSTAN,2,"$7,420",İçi boş profiller,,drvodekorsopot@gmail.com,"https://www.pttimenik.com/gradjevinska-stolarija-sopot/drvodekor-proizvodnja-gradjevinske-stolarije, https://www.daibau.rs/drvodekor",0638333559
GREEN APPLE FOR IMPORT EXPORT,MISIR,3,"$7,417",Profiller,100CM ALM.PROFİL ÇEK-ME | 50CM PROFİ}L ÇEKME | 80CM ALM. PROFİL ÇEK-ME,,,
EAGLE BROTHERS SRL,BELÇİKA,2,"$7,412",Profiller,ALÜMİNYUM  PROFİL PR-ES,,,
SC IZOTECH EXPERT SRL,ROMANYA,1,"$7,411",Profiller,AS.RAL.7016M.126*R50 P 15 KAPAK 15 LİK-7/016M,"office@izotech-expert.ro, office@izotech-services.ro",https://izotech-expert.ro,"+40733197129, 0733197129, 0726990186, 0729997344, 0371111396"
WOODOO JIMMY DAMTOFT MEHMET İNCİ,DANİMARKA,2,"$7,411",İçi boş profiller,,,,
DAISY TECHNOLOGY LTD.,BULGARİSTAN,5,"$7,393",Profiller,"ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [208.00 AD] | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [402.00 AD] | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [7.00 AD]","vipservice@daisy.bg, info@daisy.bg, office@daisytechbg.com, softsupport@daisy.bg, support@icash.bg","https://daisy.bg, https://daisy.technology, https://daisytechbg.com","+359 2 9607141, +359 2 9607185, +359 2 9624222, +359 89 9997415, +359 2 9607184, +359 2 9607123"
LED-E LUX SUPPLY B.V,HOLLANDA,3,"$7,389",Profiller,,,,
BANKO BAUVERTRİEB GMBH,ALMANYA,2,"$7,389",Profiller | İçi boş profiller,** ALÜMİNYUM PROFİL -2023/D1-04469  ** | ** ALÜMİNYUM PROFİL -2023/D1-06168  **,,,
EURL ETTAKATHOUR IMPORT EXPORT,CEZAYİR,101,"$7,388",Profiller,ALÜMİNYUM ÇITA BUTİL-Lİ,,,
RHEİN NATURSTEİN GMBH,ALMANYA,3,"$7,384",Profiller,ALUMINYUM PROFILLER (BOYASIZ) | ALUMINYUM PROFILLER -(BOYASIZ) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİLLER -( BOYASIZ ),,,
GADİ BAR LTD.,İSRAİL,1,"$7,381",Profiller,9642 PRES ALUMİNYUM -PROFİL,,,
ELKAS LOGISTIC SOLUTİON GMBH,ALMANYA,1,"$7,379",Profiller,ALIMINYUM }PROFIL,,,
BLITZ-FERTIGUNG GMBH.,ALMANYA,1,"$7,377",İçi boş profiller,ALÜMİNYUM  PROFİL   -( BOYASIZ ),,,
BENT MAHABAT E.S .,TÜRKMENİSTAN,2,"$7,376",Profiller,ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYALI) | ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYASIZ) | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ),,,
WESCOVER INC,BIRLEŞIK DEVLETLER,10,"$7,376",Profiller,CAMELYAF P}ROFİL,,,
ADITEQ S.A,GUATEMALA,2,"$7,372",Profiller,SÜRME ALÜM. K.KAPAMA- PRF(ELOKMAT) | SÜRME ALÜM. RAY PROF-İLİ | SÜRME ALÜM. RAY PROFİLİ(MARKASIZ 14400 M/T) SÜRME KANAT ARASI ADAPÖR(MARKASIZ 60 MT) | SÜRME ALÜM.RAY PROFİ-Lİ | SÜRME KANAT ARASI AD-APÖR,,,
AZİMAKS MMC,AZERBEYCAN-NAHÇIVAN,5,"$7,371",Profiller,ALÜMİNYUM PROFİL ELO-KSALLI,,,
2F-LEUCHTEN GES.M.B.H,AVUSTURYA,4,"$7,365",Profiller,"ALÜMİNYUM PROFİL (ALAŞIMLI, BOYASIZ)",office@2f-leuchten.com,https://www.2f-leuchten.com,4362432407
PSD TRADING LTD,KUZEY KIBRIS TÜRK CUMHURİYETİ,1,"$7,364",Profiller,"ESCO ES AL ALUMINYUM BASKI CITASI (4,5 C/M * 3 M * 50 AD) | ESCO ES PROFİLE ZKU 5 KAPLAMA UZERI ZEMI/N DILATASYON PROFILI 5 CM | ESCO LF 3664 10X10 MM SERAMİK GENLEŞME P/ROFİLİ-GRİ  2,7 MT/AD 
(10 AD/KOLİ)",,,
BNT - HOLDING D.D,BOSNA-HERSEK,1,"$7,359",İçi boş profiller,P.009*ALÜMİNYUM PROF-İL ELOKSALLI,"bratstvo-holding@bih.net.ba, bnt-tmh@bih.net.ba","https://www.komvp.gov.ba/en/market-participants/issuers/01-597, https://bnt-tmh.ba/","030/525-007, 030/546-130"
MUSTAFA  KUŞÇU,ALMANYA,2,"$7,358",İçi boş profiller,ALÜMİNYUM }PROFİL,,,
ARS GROUP SARLU,GİNE,6,"$7,357",Profiller,ALÇIPAN TAVAN PROFİL(U -C),,,
ALUGLASS GEORGİA,GÜRCİSTAN,7,"$7,352",Profiller,8*18 TEKYÜZ ANTRASİT GRİ PROFİL*18-05P-5/003,"operationspoti@alog.biz, info@aluglass.ge, office@alog.biz",http://aluglass.ge,"+995597235615, +995555677622, +995322337943, +995322376099"
DECKEN IN DESIGN,ALMANYA,2,"$7,352",Profiller,FAYANS AYN}A 3 CM,,,
BONA VENTANA LTD,MACARİSTAN,5,"$7,349",Profiller,ALÜMİNYUM PROFİL BOYALI,,,
MYLUX BAU - TEKİN KILIÇOĞLU,ALMANYA,1,"$7,349",İçi boş profiller,,,,
SUN PROTECH PERGOLAS AND SHADE LTD.,İSRAİL,1,"$7,348",İçi boş profiller,,,,
INNOVA SXM,FRANSA,3,"$7,341",Profiller,AL.PRF.7004.0001*MEKANİK İŞLEM GÖRMÜŞ AL/ÜMİNYUM ELOKSALLI PROFİL | AL.PRF.7005.0001*MEKANİK İŞLEM GÖRMÜŞ AL/ÜMİNYUM ELOKSALLI PROFİL,,,
ALCORES - DESIGN S.R.L.,MOLDOVA,1,"$7,341",Profiller,ALÜMİNYUM }PROFIL | ALÜMİNYUM }PROFİL | ALÜMİNYUM.}0002/05 | ALÜMİNYUM.}0011-2 | ALÜMİNYUM.}0017/06,,,
J POINT,BULGARİSTAN,1,"$7,340",Profiller,"KAYE2IT PR4BOFİLİ21 10*20MM 8AELOKSAL*KAY2 IT PROFİLİ 10*20MM ELOKSAL,PROFİL TEKSTİL 100MM TEK TARAFLI MAT BEY+AZ ELOKSAL*PROFİL TEKSTİL 100MM TEK TARAFLI MAT BEYAZ ELOKSAL","indigo@j-point.net, indigo2@j-point.net, office@j-point.net","https://jp.j-point.net/, https://jpp.j-point.net/, https://j-point.net/","+35929521006, +359896763187, 0700 30 035, 02/9521006"
MENARINI S.P.A.,İTALYA,6,"$7,338",Profiller,ALÜMİNYUM }PROFİL | KASA PROFİ}Lİ,,,
AL MARYAM FOR GENERAL TRADING,LÜBNAN,5,"$7,330",Profiller | İçi boş profiller,PROFİ_L,,,
"KAROLİNA JALÜZ"" MMC",AZERBEYCAN-NAHÇIVAN,1,"$7,329",,MUHTELİF ALÜMİNYUM P-ROFİL (914 BAĞ),,,
KERAMİKA JOVANIC DOOEL,KUZEY MAKEDONYA CUMHURİYETİ,2,"$7,329",Profiller,ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/ | ALÜMİNYUM PROFİL(BOYASIZ VE KAPLAMASIZ)/,,https://www.keramikajovanovic.mk,"078 481 095, 078481099"
AMC ARCHİTECTURE METALLİQUE CONSTRUCTİON,FRANSA,2,"$7,328",Profiller,ALÜMİNYUM PROFİL RENKLİ 7016 MAT / TR/,,,
AL ADAM,İŞGAL ALTINDAKİ FİLİSTİN TOPRAĞI,2,"$7,328",Profiller,"2225 MMPROFİL-,1805CM PROFİL,1385CM PROF/İL",,,
GUESS APPAREL,İSPANYA,2,"$7,324",,,,,
CHATZIGEORGIADIS K.AVTZIS A.O.E,YUNANİSTAN,3,"$7,323",Profiller,ALUMINYUM }SUPURGELIK,,,
ZDA SA,YUNANİSTAN,2,"$7,322",Profiller,ALÜMİNYUM PROFİL ( BOYASIZ) [24688.00 AD/],,,
AUTOMOTIVE ALBACA SRL,ROMANYA,9,"$7,321",Profiller,ALÜMİNYUM},"vanzari@albacaminibus.ro, office@albacaminibus.ro","https://www.autoalbaca.ro, https://www.albacaminibus.ro","+40730563405, +40744631405, +40730631405"
MOZART DESING 1 AV IDRISS 1ER N12 TANGER OFFICE CE,FAS,1,"$7,317",,,,,
DECOR-A LTD,BULGARİSTAN,1,"$7,313",Profiller,"8 ME2M 3 K4BAT ROLL21FORMİNG 8AÇITA ALOKS2 ALSIZ ALUMİNYUM FİLTRE - (202 X 490 X 8)*NET:0,58 KG , BRÜT: 0,73 K+G | 8 MM 3 KATLI (173X251X8) MM KROM TIRNAKL/I ALÜMİNYUM FİLTRE*NET:0,52 KG , BRÜT:0,66 KG | 8 MM KROM TIRNAKLI ALUMINYUM FİLTRE - (1/46,5 X 376,5 MM) 5 KAT*NET:0,49 KG, BRÜT:0,63 KG | 8 MM KROM TIRNAKLI ALÜMİNYUM FİLİTRE (17/4X488X8) 3 KAT FOLLFORMİNG*NET:0,34 KG, BRÜT: 0,48 KG | CTB 27 70 ALÜMİNYUM FİLTRE (620.5X164X8)/ EKSTİRÜZYON 3 KAT*NET:0,35 KG, BRÜT: 0,42 KG","office@decora.ws, office@decor-a.bg",https://decor-a.bg/,"35929559029, 35929556277, 359435495377, 359894301405, 35982519257"
STAER INTERNATIONAL SA,ROMANYA,6,"$7,307",Profiller,155.02.210-00-4200-31-252  18X18 EVYE AL/TI PROFILI 4200 MT MAT ELOKSAL,"reclamatii@staer.ro, info@staer.ro, office@staer.ro, cv@staer.ro",https://staer.ro,"+40753042434, +40236406209, +40236406208"
SIERRA TRADE GROUP LTD,BULGARİSTAN,2,"$7,303",Profiller,ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/,"sales@sierratrade.net, sierratrade@abv.bg",https://sierratrade.net,"+359896865402, +359894632178, +359241643466"
NORDTEC ROMANIA S.R.L.,ROMANYA,9,"$7,301",Profiller,ALÜMİNYUM PROFİL ELOKSALLI | ALÜMİNYUM }PROFİL,sales@nordtec.ro,https://www.nordtec.ro/,"+40742097777, +40268272141"
OIL TRADING INDUSTRY LLC,ÖZBEKİSTAN,1,"$7,296",Profiller,CAM ÇITASI},,,
MOBIFIX (SU)LIMITADA,ANGOLA,1,"$7,296",Profiller,,"rita.pinto@ao.pwc.com, ricardo.n.veloso@ao.pwc.com",https://www.findglocal.com/AO/Futungo/1013610162059516/Mobifix-Lda,"+244932006000, +244991006000, 0242000019, 3829947243, 3024200001, 3920491000, 4411149500, 3926909790, 3181290000, 3969029962"
LLC   GANJ   UL.M TURSUNZODA 21 DUSHANBE / TAJIKIS,TACİKİSTAN,2,"$7,295",Profiller,ÇİFT CAM P}ROFILI,,,
TAMAZI TSETSKHLADZE,GÜRCİSTAN,10,"$7,291",Profiller,İŞLENMİŞ ALM. PROFİL-(14BAĞ) | İŞLENMİŞ ALÜMİNYUM PROFİL (20 BAĞ)/,,,
AUER METALL PROFİLE GMBH,ALMANYA,32,"$7,291",Profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLL/ER (BOYASIZ, ISI YALITIMI İÇERMEYEN)",,,
OR DEKORAL VL.ZEHINOVIC KADIR ZIVINICE,BOSNA-HERSEK,1,"$7,279",,,dekoral1@hotmail.com,"https://www.akta.ba/registar/287352/obrtnicka-radnja-dekoral-vl-zehinovic-kadir-vl-zivinice, https://www.bhregistar.com/listing/dekoral-stolarija/","0993400002, 4753634800, 5695690507, 4310993400, 4558374279, 3677053898, +38761761522"
MILAN GMBH,ALMANYA,1,"$7,277",Profiller,ALÜMİNYUM }PROFİL,,,
OBATI MR PLESSIS 12 T BOULEVARD POSTEUR,FRANSA,1,"$7,273",Profiller,,,,
COMPACT SOLUTIONS SHPK,KOSOVA,1,"$7,270",Profiller,"ISOTRAP MINI V.3 150,EASYCLAMP MİD V3 OR/TA - P ( BAĞLANTI ELEMANI )",,,
GRUPO DRACENA S.A.,PARAGUAY,5,"$7,268",Profiller,"43 E2LAMEL4B/BEYAZ/21DELİKLİ8A/5,8 M,39 L2 AMEL/GRAFIT SIYAH/DELIKLI/5,8 M,43 LAMEL/BEYAZ/DELİKSİZ/5,8 M,39 LA+MEL/GRAFIT SIYAH/DELIKSIZ/5,8 M | 6974-ALT PARÇA-BEYAZ(W16)-6 M,6974-ALT P/ARÇA-GRAFIT SIYAH(D11)-6 M | AB1E2016-14B3155-S�21�RME ALM.8A RAY-AS-MB-2 6 M,AB1004-1961-7414-415 ALIN BAĞ.-AS-MB-6 M,AB1009-3308-5200-6000 AL. EŞİK-AS-MB-6 M,AB1020-13699-7413 ALM.EŞİK-AS-MB-6 M,AB1021-13700-7401-412-413 EŞİK-AS-MB-6 M,AB3001-16689-İNOWA ÜST MERKEZ-ASMB-6 M,AB3002-16690-İNOWA ALT RAY-ASMB-6 M,AB3003-16691-İNOWA İSP.MERKEZ-ASMB-6 M,AB3004-16692-İNOWA İSP.YÜKSELT.-ASMB-6",,,
ODAKO D. O. O.,SLOVENYA,1,"$7,268",Profiller,ALÜMİNYUM PROFİL ELO-KSALLI*TR,,,
WINRAD COMPANY,KANADA,2,"$7,262",Profiller,ALÜMİNYUM PROFİL,,,
SHAREKAT JAFFANIL LITASDER WATIJARA / 564100121,İŞGAL ALTINDAKİ FİLİSTİN TOPRAĞI,2,"$7,260",,DEMONTE CAM SİSTEMİ (SABİT VE HAREKETLİ /CAM SİSTEMLERİ),,,
TRAKYA AĞIR MAKİNA İML. SAN. CEVDET DAL KOLLEKTİF,AVRUPA SERBEST BÖLGE,1,"$7,259",,,,,
NAGARA MANAL LTD,İSRAİL,2,"$7,253",Profiller,"152.20.03.001*ALÜMİNYUM PROFİL RENKLİ AV/R.10-18MM ISI YALITIMLI | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) | ISI YALITIMLI ALÜMİNYUM PROFİL (BOYALI, /KAĞIT KAPLANMAMIŞ)",,,
SAMUEL ABANKWA,GANA,5,"$7,253",İçi boş profiller,ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYALI) | ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYASIZ),,,
SCI TOVILI TECHNIPARC DE LA BASTIDONNE QUARTIER DE,FRANSA,1,"$7,252",Profiller,,,,
HELBIG ALUMINIUM NV,BELÇİKA,1,"$7,251",İçi boş profiller,ALÜMİNYUM ÇUBUKLAR VE PROFİLLER (İZOLASY/ONSUZ) | ALÜMİNYUM ÇUBUKLAR VE PROFİLLER(İZOLASYO/NSUZ),,,
HALUK HACİMÜFTÜOGLU,ALMANYA,2,"$7,250",,,,,
DELAL LİBYA ALAWLAA,LİBYA,1,"$7,250",,MUHTELİF EBATLARDA A-LÜMİNYUM PROFİL,,,
MASTA PROFİLE ROMANİA SRL,ROMANYA,1,"$7,247",İçi boş profiller,ALUMINIUM PROFILES | ALUMINIUM } PROFILES,office@mastaroll.ro,https://www.mastaroll.ro/,"+40743005502, +40743005520"
FRIGO TONI FT SH.P.K,KOSOVA,9,"$7,246",Profiller,ALÜMİNYUM }PROFİL,frigotoni.ks@gmail.com,,049 186 696
EKO NORD,FRANSA,3,"$7,246",Profiller,"AL�E2�MİN4BYUM  KA21SA PROFİ8ALİ - BEYAZ2 *ALÜMİNYUM  KASA PROFİLİ - BEYAZ,ALÜMİNYUM KANAT PROFİLİ - BEYAZ*ALÜMİNYUM KANAT PROFİLİ - BEYAZ,ALÜMİNYUM  KASA PROFİLİ - RAL7016*ALÜMİNYUM  KASA PROFİLİ - RAL7016,ALÜMİNYUM KANAT PROFİLİ - RAL7016*ALÜMİNYUM KANAT PROFİLİ - RAL7016,ALÜMİNYUM  KASA PROFİLİ -ALTINMEŞE*ALÜMİNYUM  KASA PROFİLİ -ALTINMEŞE,ALÜMİNYUM KANAT",,,
MI&AME,KARADAĞ,1,"$7,246",İçi boş profiller,ALÜMİNYUM }PROFİL,,,
BELTEXTILE BV,BELÇİKA,1,"$7,242",Profiller,,,,
AZERBAYCAN CUMHURİYETİ DEVLET GÜVENLİK SERVİSİ,AZERBEYCAN-NAHÇIVAN,1,"$7,239",Çubuklar,,,,
EL-LOGISTIC LTD,BULGARİSTAN,17,"$7,234",Profiller,2301 ALÜMİNYUM PROFİ-L | 2302 ALÜMİNYUM PROFİ-L | 3710 ALÜMİNYUM PROFİ-L | 3810 KULAKSIZ TEKLİ -RAY | 6301 ALÜMİNYUM PROFİ-L | 6401 ALÜMİNYUM PROFİ-L | 6451 ALÜMİNYUM PROFİ-L,"lt_logistic@abv.bg, service@nbd.ltd, consultingltd@abv.bg",,"0725057477427, 0721955789619, 0701324008243, 0708373374976, 0718602024141"
PROVEN SRL,BOLİVYA,12,"$7,233",Profiller | İçi boş profiller,ALİMİNYUM }RAY | KOM 800 ALİMİNYUM EŞ-İK | SÜRME ARA KİLİTLEME -PROFİLİ BEYAZ,,,
OYSTER DESIGN&CONSTRUCTION LTD.,BİRLEŞİK KRALLIK,1,"$7,231",Profiller,ALÜMİNYUM ÇUBUKLAR VE PROFİLLER (İZOLASY/ONSUZ),,,
EZIZ HALMYRADOW,TÜRKMENİSTAN,1,"$7,225",Profiller,,,,
TOO RR LOGISTICS & TRADE,KAZAKİSTAN,8,"$7,224",Profiller,ALÜMİNYUM }PROFİL | DEMİR PROF}İL | PROFİ_L,,,
TREND VRATA DOO,SIRBİSTAN,1,"$7,223",İçi boş profiller,İ-403-01 KAPI KENAR ALÜMİNYUM PROFİLİ - /80LİK,info@unipergola.rs,,"0646479688, +00000080572, +70100196245, +700230691, +01700108012, 5007002306"
STATUS TRADING AND CONSTRACTING W.L.L.,KATAR,8,"$7,223",Profiller | İçi boş profiller,"MYCE2-422-4B00-205*21MUTO COMF8AORT L80 TAV2 AN PROFİL 4000 MM,MYC-422-00-213*MUTO COMFORT L80 KAPAK PROFİLİ 4+000 MM",,,
KMS LTD,BULGARİSTAN,3,"$7,223",Profiller,ALUMİNYUM }PROFİL,Office@kms-e.com,"https://kms-e.de, http://kms-e.com","+359897980312, +359879881772"
OOO AZN,ÖZBEKİSTAN,1,"$7,219",Profiller,ALÜMİNYUM PROFİL BOY-ALI | ALÜMİNYUM PROFİL ELO-KSALLI,,,
NV HAKOMA,BELÇİKA,3,"$7,214",Profiller,,,,
MAINGATE APS,DANİMARKA,1,"$7,205",Profiller,ALÜMİNYUM }PROFİL,,,
JS CONSTRUCTION & CONSULTING AB,İSVEÇ,1,"$7,202",Profiller,"KAPE2. ALT4BI ZEMİ21N  PRO. W8A: 30MM H:132 MM KREM F.,KAP. ALTI ZEMİN PRO.W:30MM H:13MM SİYAH F.,KAP. ÜSTÜ ZEMİN PRO.W:50MM  SİYAH F.,KAP. ÜSTÜ DVR-TVN PRO.W:30MM  SİYAH F.,KAP. ÜSTÜ DVR-TVN KÖŞE PRO.W: 30MM  SİYAH F.,KAP. ALTI ZEMİN KÖŞE PRO.W: 30MM H:13MM KREM F.",,,
ORMAT NEVADA INC.,DOMİNİKA,6,"$7,200",Profiller,ALÜMİNYUM PROFİL,,,
EUROLOGISTICS PC IMPORTS - EXPORTS,YUNANİSTAN,1,"$7,200",Çubuklar,ALÜMİNYUM ÇITA BUTİL-Lİ,,,
ELEMENT WINDOWS & DOORS,BIRLEŞIK DEVLETLER,1,"$7,195",İçi boş profiller,"ALMİNYUM U
KANAL SAT-İN",,,
T-ISS SAFETY SERVICES,HOLLANDA,1,"$7,184",Profiller,KAP. ALTI ZEMİN PRO.- W:200MM H:50MM | TAM SIZDIRMAZ ZEMİN PRO.W:50MM H:25MM Sİ/YAH F.,,,
FREN-PRO D.O.O.,SIRBİSTAN,10,"$7,182",Profiller,ALUMINYUM PROFIL (BO-YASIZ) | ALUMİNYUM }PROFİL | ALÜMİNYUM PROFİL,"frenpro.doo@gmail.com, office@fren.org.rs, serbiaoffice@fren.org.rs","https://www.companywall.rs/firma/fren-pro-doo/MMxGasDQ0, https://www.fren.org.rs/en/contact/","+381698066421, +38523493970, +00007368423, +00000543917, +70100611382, +0810000008602, 5556818646, 2417195200, 4538637990, 4997240095"
MASSOW GMBH,ALMANYA,4,"$7,180",Profiller,ALÜMİNYUM ALAŞIMLARI-NDAN PROFİLLER,,,
ZANZARA HORREN,HOLLANDA,9,"$7,180",İçi boş profiller,PLİSE SİNEKLİK PROFİ-Lİ,,,
ALAAMAL ALMUTANAWAH FOR INDUSTRY CO,SUUDİ ARABİSTAN,2,"$7,176",Profiller,ALÜMİNYUM MASTAR - 4-0X80 | AĞIR YÜK GENLEŞME 20-X20X3 MM,,,
RAINBOU WEST AFRICA LTD.,NİJERYA,2,"$7,170",Profiller,(ACİL AÇMA KAPATMA BUTON MEK.)- (SOL KO/L MEKANİZMASI)-( MAKAS MEKANIZMASI,,,
HOHENLOHER SPEZIALMOBELWERK,ALMANYA,1,"$7,170",Profiller,,,,
ZANA DOO,BOSNA-HERSEK,3,"$7,169",Profiller,ALM.EŞİK PR.GÜMÜŞ EL-OK.(120 MTR),,,
ADAWAT  ALNACAR CO-HİSHAM  ADNAN,IRAK,1,"$7,168",Profiller,,,,
MEJO METALL JOSTEN GMBH &CO.KG,AVUSTURYA,2,"$7,166",İçi boş profiller,ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM }PROFİL | MEKANİK İŞLEMELİ ALÜMİNYUM PROFİL PRES (6482 ADETTİR.) | İÇİ BOŞ ALÜMİNYUM PR-OFİL,,,
TALTRADE FOR CONSTRUCTİON SPECİALTİES,ÜRDÜN,2,"$7,160",Profiller,"AS A290 050 H20V*ZEMİN PROFİLİ, SU YLTM./, SİYAH FİTİL, DELİK, H:20 | TAVE2AN D�4B�LATASY21ON PROFİ8ALİ-ZEMİN 2 DİLATASYON PROFİLİ-TAVAN KAPAK DİLATASYON PROFİLİ-KÖŞE KAPAK DİLATASY+ON PROFİLİ",Taltrade@taltradejo.com,https://www.taltradejo.com/,"96279907713, 9626796573557"
ARESS CORP,BIRLEŞIK DEVLETLER,2,"$7,160",Profiller,"AL-06 ÜST ÇİFTLİ AL.RAY 2463 MM -,AL-07 /ALT ÇİFTLİ AL.RAY 2463 MM | AL-E2PRM-14B05 ALT 21RAY NATUR8AEL 2681 MM,2 AL-PRM-104K ÜST RAY NATUREL 2681 MM,AL-651 ALT ÇİFTLİ RAY NATUREL 2362 MM,AL-650 ÜST ÇİFTLİ RAY NATUREL 2362 MM,AL-651 ALT ÇİFTLİ RAY NATUREL 2543 MM,AL-650 ÜST ÇİFTLİ RAY NATUREL 2543 MM",,,
DUSAR B+W GMBH & CO. KG.,ALMANYA,2,"$7,158",Profiller,BOYALI ALÜMİNYUM PRO-FİL,,,
NEW PAY NATIONAL PLAZA JV LLC,ÖZBEKİSTAN,1,"$7,157",Profiller,,,,
SINAX EUROPE BV,HOLLANDA,3,"$7,140",Profiller,"AL�E2�MİN4BYUM BOY21ALI PROF�8A�L AP10146 2 PARLAK RAL 7016 ANTRASİT 6063 F22 6000 MM,ALÜMİNYUM BOYALI PROFİL AP10146 PARLAK RAL 9001 KİRLİ BEYAZ 6063 F22 6000 MM,ALÜMİNYUM BOYALI PROFİL AP10146 PARLAK RAL 9016 BEYAZ 6063 F22 6000 MM,ALÜMİNYUM ELOKSALLI PROFİL AP10146 MAT 100 NATUREL 6063 F22 6000 MM",,,
AQUATEC LTD.,BULGARİSTAN,1,"$7,139",Profiller,ALÜMİNYUM PROFİL-BOY-ALI,"sofia@aquatec-bg.com, plovdiv@aquatec-bg.com, burgas@aquatec-bg.com, office@aquatec-bg.com",https://www.aquatec-bg.com/en/,"+35952575057, +35952575029, +359884242112, +359887216362, +35956832233"
GRID CONSTRUCTION,GÜRCİSTAN,1,"$7,136",Profiller,ALUMİNYUM }DOĞRAMA,,,+995599202980
GULF SHORES COMPANY,KUVEYT,3,"$7,131",Profiller,ALÜMİNYUM }PROFİL,,,
"AKSU SYSTEMS, INHABER ERDAL AKSU",AVUSTURYA,4,"$7,130",,DEMONTE CAM SİSTEMİ (SABİT VE HAREKETLİ /CAM SİSTEMLERİ),,,
SC EUROM CHROM DISTRIBUTION SRL.,ROMANYA,3,"$7,129",Profiller,"YAYLI TELESKOPIK ALUMINYUM
BORU 30X30,AL/UMINYUM TELESKOPIK BORU
30X30","office@echrom.ro, office@euromchrom.ro","https://www.euromchrom.ro, https://echrom.ro","0747 997 070, 0747 997 071"
SAS VETROPRO TECHNOLOGIES,FRANSA,1,"$7,129",Profiller,ALÜMİNYUM PROFİL [18-33.00 AD],,,
SHAHIN OTEL,IRAK,1,"$7,118",İçi boş profiller,07*SERAMİK KÖŞE PROF-İLİ,,,
PHOENIX ALU,ALMANYA,1,"$7,117",Profiller,,,,
MANGO GRUP LİMİTED,CAYMAN ADALARI,1,"$7,117",Profiller,ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/,,,
PRINT SA,FRANSA,1,"$7,113",Profiller,ALÜMİNYUM ALÇI KÖŞE -PROFİLİ,,,
KAMİL MARKET ECONOMIC SOCIETY,TÜRKMENİSTAN,2,"$7,107",Profiller | İçi boş profiller,,,,
OKTEC GMBH,ALMANYA,2,"$7,104",İçi boş profiller,ALÜMİNYUM PROFİL (BO-YASIZ),,,
TEMTEX GARDINEN AND ZUBEHOR GROSSHANDLEL,ALMANYA,1,"$7,104",Profiller,,,,
AKRATOLDO,İSPANYA,1,"$7,104",Profiller,"ALME2. PRO4BFİL CA21M TAŞIYI8ACI MEK.İŞ2 L.,ALM. PROFİL 60 X 25 ÜST PROFİL ÖNDEN K. MEK.İŞL.,ALM. PROFİL 50 Lİ+K ÜST KÜPEŞTE 10-12,5 MM,ALM. PROFİL 60 X 25 ÜST KÜPEŞTE MEK.İŞL.",,,
"MK ARCHİTECHTURE ET INGENİERİE,S.A.R.L.",KONGO (DEMOKRATIK CUM.) ESKI ZAIRE,1,"$7,103",,,,,
TITAN GROUP LLC,AZERBEYCAN-NAHÇIVAN,12,"$7,097",Profiller,AL007*ELOKSALLI ALÜM-İNYUM | NET 7006-M*ALÜMİNYUM- PROFİL ELOKSALLI | NET SKP-20*ALÜMİNYUM- PROFİL ELOKSALLI | NET SKP-24*ALÜMİNYUM PROFİL ELOKSALLI | NET SKP-24*ALÜMİNYUM- PROFİL ELOKSALLI,,,
ELKA TORANTRIEBE GMBH & CO KG,ALMANYA,1,"$7,096",Profiller,ALUMİNYUM AYNA KOLU -1034 RH,,,
ROK DEVELOPMENT B.V.,TOGO,1,"$7,092",Profiller,"3,0E20 MT 4BX 1,80 21MT - RAL 8A7016,3,00 M2 T X 1,30 MT - RAL 7016,HER İKİ YANDAN AÇILIR MENFEZLİ KAPI 3,0 X +2,528 MT,SAĞDAN AÇILIR MENFEZLİ KAPI 1,50X2,528 MT | 300E2MM Ü4BST GEN�21�ŞLİKTE8A ALÜM HARP2 UŞTA /RAL 7016 MAT,220MM ÜST GENİŞLİKTE ALÜMİNYUM HARPUŞTA /BOYALI+",,,
